id,question,choice_1,answer_1,choice_2,answer_2,choice_3,answer_3,choice_4,answer_4,choice_5,answer_5,media_exist,media_name,description
48,Chorrahada aylanma harakatlanish tashkil qilingan. Siz yaqinlashib kelayotgan yoʻlning qatnov qismi ikkita harakat bo'lagiga ega. Chorrahaga kirishda burilish uchun Siz qaysi boʻlakni egallashingiz lozim?,O'ng bo'lakni,False,Chap bo'lakni,False,O'ng yoki chap bo'lakni,True,,,,,False,1,"YHQ 9-bobi 56-bandiga asosan, aylanma harakatlanish tashkil qilingan chorrahalarga kirish uchun burilishdan boshqa barcha hollarda haydovchi o'ngga, chapga burilish yoki qayrilib olishdan oldin shu yo'nalishda harakatlanish uchun mo'ljallangan qatnov qismining eng chetki holatini egallashi shart."
49,Siz qiyalikda svetoforning ruxsat beruvchi ishorasini kutib to'xtadingiz. Bunda avtomobilni joyida tutib turishning eng yaxshi usuli:,To'xtab turish tormozi bilan,True,Birinchi uzatma ulangan holda ulovchini joydan jilmay aylantirish hisobiga,False,"Yurgizgich o'chirilib, past uzatma ulangan holda",False,Ishchi tormoz bilan,False,,,False,1,Ishchi (asosiy) tormoz tizimi avtomobil harakatlanishi vaqtida doimiy foydalanishga mo'ljallangan va haydovchiga avtomobil harakatini har xil intensivlikda sekinlashtirish yoki uni to'xtatish uchun xizmat qiladi. To'xtab turish tormoz tizimi avtomobilni uzoq muddatli to'xtash yoki to'xtab turish vaqtida oʻz-oʻzidan harakatlanib ketishidan saqlab qolish uchun mo'ljallangan.
50,Qaysi hollarda velosipedchilarga qatnov qismining o'ng chekkasidan chiqishga yo'l qo'yiladi?,Yuk ortib ketayotganda,False,Ruxsat etilgan hollarda chapga burilish yoki orqaga qaytish uchun,True,Ikkala sanab o'tilgan hollarda,False,,,,,False,1,"YHQ 28-bobi 168-bandiga asosan, velosiped va moped haydovchilariga quyidagilar taqiqlanadi: tramvaylar harakatlanadigan yoʻllarda va tegishli yo'nalishda bo'lagi bittadan ko'p bo'lgan yo'llarda chapga burilish yoki qayrilib olish"
51,Piyodalarga yo'lni piyodalar o'tish joyidan tashqarida kesib o'tishga ruxsat etiladimi?,Ruxsat etiladi,False,"Yoʻlning qatnov qismi chetiga nisbatan to'g'ri burchak ostida, uning ikkala tomoni yaxshi ko'rinib turadigan, koʻrinish masofasida o'tish joyi yoki chorraha bo'lmasa, ajratuvchi bo'laksiz va to'siqsiz yo'llarda kesib o'tishga ruxsat etiladi",True,Taqiqlanadi,False,,,,,False,1,"YHQ 4-bobi 17-bandiga asosan, ko'rinadigan oraliqda o'tish joyi yoki chorraha bo'lmasa, ajratuvchi boʻlaksiz va to'siqsiz yoʻllarda piyodalarga yo'lning ikki tomoni yaxshi ko'rinadigan joyidan qatnov qismining chetiga nisbatan to'g'ri burchak ostida kesib o'tishlariga ruxsat etiladi."
52,Bu joyda hovliga burilishga ruxsat etiladimi?,Ruxsat etiladi,True,Taqiqlanadi,False,,,,,,,True,52,"YHQ 2-ilovasi 1-bo'limining 1.11 yotiq chizig'iga asosan, faqat biror bo'lakka qayta tizilishga ruxsat etadi, bir yo'nalishdagi yoki qarama-qarshi kelayotgan transport oqimlarini ajratadi; qayrilib olish, to'xtash maydonchalari va shunga o'xshashlarga kirish uchun mo'ljallangan joylarda manyovr faqat bir yo'nalishda ruxsat etilganligini ko'rsatadi."
53,Ushbu belgilar aholi punktlarida xavfli yoʻl qismi boshlanishidan qancha masofa oldin oʻrnatiladi?,15-25 m,False,25-50 m,False,50-100 m,True,100-130 m,False,150-300 m,False,True,53,"YHQ 1-ilovasining 1-boʻlimi izohining 1-xatboshiga asosan, 1.1, 1.2, 1.5-1.30 ogohlantiruvchi belgilar aholi punktlarida xavfli joydan 50-100 metr, aholi punktlaridan tashqarida esa 150-300 metr oldin o'rnatiladi. Zarurat bo'lganda bu belgilar 7.1.1 qoʻshimcha axborot belgida ko'rsatilgan boshqa masofada ham o'rnatilishi mumkin."
54,Avtomagistralda shatakka olishga ruxsat etiladimi?,50 km/s tezlik bilan ruxsat etiladi,False,Taqiqlanadi,False,Faqat qisman ortish usuli bilan yoki qattiq ulagich bilan ruxsat etiladi,False,Egiluvchan tirkagich bilan ruxsat etiladi,False,Istalgan usulda ruxsat etilgan,True,False,1,"YHQ 24-bobi 145-bandiga asosan, shatakka olish quyidagi hollarda taqiqlanadi: rul boshqaruvi ishlamayotgan transport vositalarini (qisman ortish usuli bilan shatakka olish bundan mustasno); ikki va undan ko'proq transport vositalarini; shatakka olingan va shatakka olgan transport vositalarining ulagich bilan birga umumiy uzunligi 24 metrdan ortiq bo'lsa; to'xtatish tizimi ishlamayotgan transport vositasining haqiqiy vazni shatakka olgan transport vositasining haqiqiy vaznining yarmidan ortiq bo'lsa (haqiqiy vazni kam bo'lgan bunday transport vositasini faqat qattiq ulagich yordamida yoki qisman ortish usuli bilan shatakka olish bundan mustasno); kajavasiz mototsikllar bilan, shuningdek, bunday mototsikllarni; yo'l yaxmalak, sirpanchiq bo'lgan hollarda egiluvchan ulagichda. 12.4-bandning 2-xatboshiga asosan, har qanday yo'llarda: mexanik transport vositalarini shatakka olgan transport vositalariga tezlikni soatiga 50 kilometrdan oshirmasdan harakatlanishga ruxsat etiladi."
55,Belgilangan yo'nalish bo'ylab harakatlanayotgan avtobus haydovchisi ushbu sharoitda yo'l berishi kerakmi?,Kerak,True,Kerak emas,False,"Kerak emas, chunki u toʻgʻriga ketmoqda",False,,,,,True,55,"YHQ 17-bobi 105-bandiga asosan, teng ahamiyatga ega bo'lgan yo'llar kesishgan chorrahada relssiz transport vositasining haydovchisi o'ngdan kelayotgan transport vositalariga yo'l berishi shart. Bu qoidaga tramvay haydovchilari ham oʻzaro amal qilishlari kerak. Bunday chorrahalarda, keyingi harakat yo'nalishidan qat'i nazar, tramvay relssiz transport vositalariga nisbatan oldin o'tish huquqiga ega bo'ladi."
56,Qaysi transport vositalariga harakatlanishga ruxsat etiladi?,Faqat qizil avtomobilga,False,Barcha transport vositalariga,False,"Qizil, ko'k va yashil avtomobillarga",True,,,,,True,56,"YHQ 7-bobi 38-bandiga asosan, O'NG QOʻLI OLDINGA UZATILGANDA, chap yonidan tramvayga chapga, relssiz transport vositalariga barcha yo'nalishlarda, oldi tomonidan barcha transport vositalariga faqat o'ngga harakatlanishga ruxsat etiladi. Orqa tomonidan va o'ng yonidan barcha transport vositalarining harakatlanishi taqiqlanadi. Piyodalarga tartibga soluvchining orqa tomonidan qatnov qismini kesib o'tishga ruxsat etiladi."
57,Tirkamali yengil avtomobillarga yoʻlning shu yo'l belgisi o'rnatilgan qismida qanday eng katta tezlik bilan harakatlanishga ruxsat etiladi?,60 km/s,False,70 km/s,False,80 km/s,True,100 km/s,False,110 km/s,False,True,57,"YHQ 11-bobining 79-bandiga asosan, aholi punktlaridan tashqarida: tirkamali yengil avtomobillar, mototsikllar, ruxsat etilgan to'la vazni 3,5 tonnadan ortiq bo'lgan yuk avtomobillariga tezlikni soatiga 80 kilometrdan oshirmasdan harakatlanishga ruxsat etiladi."
58,Qaysi holda Qoidalar ogohlantirish ishorasini berishni talab qilmaydi?,Qatnov qismining chekkasida to'xtash oldidan,False,«Xavfli burilish» belgisi bilan belgilangan yo'lning egri burilish joyi oldidan,True,Qo'shni harakat bo'lagiga o'tish oldidan,False,,,,,False,1,"YHQ 1 ilova 1 boʻlim 1.11.1, 1.11.2 'Xavfli burilish' yo'l belgisi bilan belgilangan yo'llarning burilishi oldida. Chorraha va yo'l kesishmalari oldida.4.1.2. 'Harakatlanish o'ngga' va 4.1.3 'Harakatlanish chapga' belgilari o'rnatilgan tomondan chorrahaga kirib kelayotganda. Chorrahada aylanma harakat tashkil qilingan bo'lsa, chorrahaga kirishda Qoidalar ogohlantirish ishorasini berishni talab qilmaydi."
59,Ushbu yo'l belgisi nimani bildiradi?,Belgida ko'rsatilgandan ortiq yuk ko'taruvchi yuk avtomobillari va transport vositalari tarkibi (tirkamali yuk avtomobillari)ning harakat qilishi taqiqlanadi,False,"Umumiy haqiqiy vazni (yo'lovchilar va yuk vaznini qo'shgan holda) belgida ko'rsatilgandan ortiq bo'lgan transport vositalari, shu jumladan, tirkamali transport vositalarining harakat qilishi taqiqlanadi",True,,,,,,,True,59,"YHQ 1-ilovasining 3-boʻlimi 3.11 «Vazn cheklangan belgisiga muvofiq, haqiqiy umumiy vazni belgida ko'rsatilgandan ortiq bo'lgan transport vositalarining, shuningdek, transport vositalari tizimlarining harakatlanishi taqiqlanadi."
60,M2; M3 toifali avtotransport vositalari shina protektorlari naqshlarining qoldiq balandligi kamida qancha bo'lishi kerak?,"0,8 mm",False,"1,2 mm",False,"1,6 mm",False,2 mm,True,"2,5 mm",False,False,1,"YHQ 3 ilovaga koʻra, 5.1. Shina protektori naqshlarining qoldiq balandligi N2, N3, 03, 04 toifali avtotransport vositalari uchun-1 mm. dan kam emas, M1, N1, 01, 02 toifadagi avtotransport vositalari uchun 1,6 mm.dan kam emas, M2, M3 toifadagi avtotransport vositalari uchun-2 mm. dan kam emas, mototsikl va mopedlar (skutorlar, kvadrotsikllar) uchun 0,8 mm.dan kam emas bo'lishi kerak"
61,Qaysi javobda yo'lovchilar uchun chiqish va tushish maydonchasi boʻlmagan sharoitdagi yo'lovchilar chiqish va tushish joylari toʻliq ko'rsatilgan?,Qatnov qismi yoki trotuar tomonidan,False,Trotuar tomonidan,False,Yo'l yoqasida yoki qatnov qismi tomonidan,False,Trotuar yoki yo'l yoqasi tomonidan,True,,,False,1,"YHQ 5-bobi 23-bandi 1-xatboshiga asosan, yoʻlovchilar transport vositasiga faqat u toʻliq to'xtagandan so'ng trotuar yoki yo'l yoqasi tomonidan chiqishga va tushishga majburdirlar. Yo'lovchilarning transport vositalaridan trotuar yoki yo'l yoqasi tomonidan tushishi yoki ularga chiqishining iloji bo'lmagan hollarda u yo'lning qatnov qismi tomondan amalga oshirilishi mumkin, bunda boshqa yo'l harakati qatnashchilariga xalaqit berilmasligi va xavf tug'dirilmasligi kerak."
62,Qaysi javobda ruxsat etilgan harakatlanish yo'nalishlari to'g'ri koʻrsatilgan?,A,False,B,False,V,False,A va B,True,A va V,False,True,62,"YHQ 1-ilovasining 3-boʻlimi 4-xatboshiga asosan, 3.18.1,3.18.2. belgilari qatnov qismlarining qaysi kesishmasi oldiga oʻrnatilsa, shu kesishmaga tatbiq etiladi."
63,Ushbu yo'l belgisi qo'shimcha axborot belgisi bilan nimani bildiradi?,"Ruxsat etilgan to'la vazni 3,5 tonnadan ortiq transport vositalarining to'xtab turish joyi ko'rsatkich qatnov qismining chetida baland toʻsiq, toshi borligini bildiradi",False,Transport vositalarining to'xtab turish joyiga avtomobilni koʻrsatilgan usulda qo'yish taqiqlanadi,False,Yengil avtomobillar va mototsikllarni to'xtab turishga qo'yish joyi va usuli,True,,,,,True,63,"YHQ 1-ilovasining 7-boʻlimidagi 7.6.2 qo'shimcha axborot belgisi asosan, piyodalar yoʻlkasi yonidagi to'xtab turish joyiga yengil avtomobillar va mototsikllarni qanday qo'yish usulini ko'rsatadi."
64,Belgilangan yo'nalish bo'yicha harakatlanayotgan yo'nalishli transport vositalarining haydovchilari piyodalar o'tish joyidan tashqarida oq hassa bilan ishora berayotgan ko'zi ojiz piyodalarni o'tkazib yuborishlari kerakmi?,Barcha hollarda o'tkazib yuborishlari kerak,True,O‘tkazib yuborishlari kerak emas,False,,,,,,,False,1,"YHQ 17-bobi 113-bandiga asosan, barcha hollarda, shu jumladan, piyodalar o'tish joylaridan tashqarida ham haydovchi oq hassa bilan ishora berayotgan ko'zi ojiz piyodalarni o'tkazib yuborishi kerak."
65,Transport vositalari chorrahadan quyidagi tartibda o'tadilar:,"Mototsikl, tramvay va avtomobil",True,"Tramvay, mototsikl, avtomobil",False,"Tramvay va avtomobil, mototsikl",False,,,,,True,65,"YHQ 16-bobi 104-bandiga asosan, teng ahamiyatga ega bo'lmagan yo'llar kesishgan chorrahada, keyingi harakat yoʻnalishidan qat'i nazar, asosiy yo'ldan kelayotgan transport vositasiga ikkinchi darajali yo'ldan kelayotgan transport vositasining haydovchisi yo'l berishi kerak va bunday chorrahalarda tramvay harakatlanish yo'nalishidan qatiy nazar teng axamiyatga ega bo'lgan yo'lda bir yo'nalishda yoki qarama-qarshi yo'nalishda harakatlanayotgan relssiz transport vositalariga nisbatan imtiyozga ega."
66,Harakatlanish kimga ruxsat etilgan?,Barcha transport vositalariga,False,Mototsiklga,True,Avtomobil va mototsiklga,False,,,,,True,66,"YHQ 7-bobi 38-bandiga asosan, QO'LLARI YON TOMONGA UZATILGANDA YOKI TUSHIRILGANDA, chap va o'ng yon tomonidan tramvayga to'g'riga, relssiz transport vositalariga toʻgʻriga va o'ngga harakatlanishga, piyodalarga qatnov qismini kesib o'tishga ruxsat etiladi. Old va orqa tomonidan barcha transport vositalari va piyodalarning harakatlanishi taqiqlanadi."
67,Qaysi yoʻnalishda harakatlanishga ruxsat etiladi?,Faqat chapga,True,To'g'riga va o'ngga,False,Faqat o'ngga,False,Faqat to'g'riga,False,,,True,67,"YHQ 3-ilovasi 3.1 belgi talabiga asosan, «Kirish taqiqlangan». Barcha transport vositalarining kirishi taqiqlanadi."
68,"Agar transport vositasi oʻlchamlari kattaligidan yoki boshqa sabablarga ko'ra chetki holatda burilishni bajara olmagan bo'lsa, bu qoidadan chetga chiqqan holda burilishga yoʻl qoʻyiladimi?",Yoʻl qo'yilmaydi,False,"Yoʻl qo'yiladi, agar bu boshqa transport vositalariga xalaqit bermasa, harakat xavfsizligini ta'minlab, talablardan chetga chiqishi mumkin",True,Aholi punktidan tashqaridagi yoʻllarda yo'l qo'yiladi,False,"Yoʻl qoʻyiladi, lekin faqat chorrahada emas",False,,,False,1,"YHQ 9-bobi 58-bandiga asosan, transport vositasi oʻzining gabarit o'lchamlariga yoki boshqa texnik sabablariga koʻra, YHQ talablariga asosan, burilishni bajara olmasa, yo'l harakati xavfsizligini ta'minlab va boshqa transport vositalariga xalaqit bermasdan undan chetga chiqishiga yo'l qo'yiladi."
69,Qattiq ulagich transport vositalari orasida qanchadan ortiq bo'lmagan masofani ta'minlashi kerak?,2 m,False,3 m,False,4 m,True,5 m,False,6 m,False,False,1,"YHQ 24-bobi 144-bandiga asosan, egiluvchan ulagich bilan shatakka olishda shatakka olgan va shatakka olingan transport vositalari o'rtasidagi masofa 4-6 metr oralig'ida boʻlishi, qattiq ulagich yordamida esa 4 metrdan ko'p bo'lmasligi kerak."
70,Velosipedchilarga trotuarda harakatlanishga ruxsat etiladimi?,Ruxsat etiladi,False,Piyodalar bo'lmaganda ruxsat etiladi,False,Taqiqlanadi,True,,,,,False,1,"YHQ 28-bobi 166-bandiga asosan, velosipedlar, mopedlar, aravalarni boshqarish, hayvonlarni minib borish yoki haydab ketish paytida yo'lning chetki o'ng bo'lagida imkoni boricha o'ng tomonidan bir qator boʻlib harakatlanishga yo'l qo'yiladi. Agar piyodalarga xalaqit bermasa, yo'l yoqasida ham harakatlanishga ruxsat etiladi."
71,Shatakka olingan avtomobilda odamlarni tashishga ruxsat etiladimi?,Avtobusda ruxsat etiladi,False,Yengil avtomobilda ruxsat etiladi,True,Qattiq ulagichda shatakka olingan yuk avtomobili yukxonasida ruxsat etiladi,False,,,,,False,1,"YHQ 24-bobi 143-bandiga asosan, qattiq yoki egiluvchan ulagich yordamida shatakka olingan avtobusda, trolleybusda va yuk avtomobili yukxonasida odam tashish, qisman ortish yo'li bilan shatakka olishda esa shatakka olingan transport vositasining kabinasida va yukxonasida, shuningdek, shatakka olgan transport vositasining yukxonasida odamlar boʻlishi taqiqlanadi."
72,Bu joyda quvib o'tishga ruxsat etiladimi?,Ruxsat etiladi,True,Taqiqlanadi,False,Agar quvib oʻtilayotgan transportning tezligi 40 km/soatdan kam bo'lsa ruxsat etiladi,False,,,,,True,72,"YHQ 1-ilova 3-boʻlim 3.22 'Yuk avtomobillarida quvib o'tish taqiqlangan' Yo'l belgsi talabiga muvofiq, to'la vazni 3,5 tonnadan ortiq bo'lgan yuk avtomobillarida barcha transport vositalarini quvib oʻtish taqiqlanadi (soatiga 40 km.dan kam tezlikda harakatlanayotgan transport vositasi, traktor, ot arava, velosiped bundan mustasno) 3.22 'Yuk avtomobillarida quvib o'tish taqiqlangan' belgisi ostidagi 7.1.1. 'Ob'ektgacha bo'lgan masofa' qo'shimcha axborot belgisi 3.22 belgisi ta'sir hududi boshlanadigan joygacha bo'lgan masofani ko'rsatadi."
73,Qaysi belgi 'T' simon chorrahada harakatlanish yo'nalishini ko'rsatadi?,1,False,2,True,3,False,4,False,5,False,True,73,"YHQ 1-ilovasining 1-boʻlimi 1.31.3 belgisiga asosan, «Burilishning yo'nalishi» «T»simon chorrahada yoki yo'l tarmoqlarga boʻlinganda harakatlanish yo'nalishini bildiradi."
74,Oldida transport vositasi to'xtab turgan tartibga solinmaydigan piyodalar o'tish joyiga yaqinlashib kelmoqdasiz. Siz nima qilishingiz kerak?,Piyodalar o'tish joyidan oʻtish,False,"Piyodalar o'tish joyidan toʻxtamasdan o'tish, lekin alohida ehtiyotkorlik bilan",False,"Harakatni davom ettirish, lekin to'xtab turgan transport vositasi oldida piyodalar yo'qligiga ishonch hosil qilgan holda",True,"Albatta to'xtash, piyodalar paydo bo'lsa, ularni o'tkazib yuborish",False,,,False,1,"YHQ 17-bobi 110-bandiga asosan, agar tartibga solinmagan piyodalar o'tish joyi oldida transport vositasi harakatini sekinlashtirsa yoki to'xtatsa, qo'shni bo'laklarda harakatlanayotgan boshqa haydovchilar bu transport vositasi oldida piyodalar yo'qligiga ishonch hosil qilganlaridan so'nggina harakatlanishni davom ettirishlari mumkin."
75,Qaysi transport vositalariga harakatlanish ruxsat etiladi?,"Yashil, ko'k va qora avtomobillarga",False,"Qizil, sariq va yashil avtomobillarga",False,"Yashil, ko'k va qizil",True,,,,,True,75,"YHQ 7-bobi 38-bandiga asosan, O'NG QO'LI OLDINGA UZATILGANDA, chap yonidan tramvayga chapga, relssiz transport vositalariga barcha yo'nalishlarda, oldi tomonidan barcha transport vositalariga faqat o'ngga harakatlanishga ruxsat etiladi. Orqa tomonidan va o'ng yonidan barcha transport vositalarining harakatlanishi taqiqlanadi. Piyodalarga tartibga soluvchining orqa tomonidan qatnov qismini kesib o'tishga ruxsat etiladi."
76,Transport vositalari chorrahadan quyidagi tartibda o'tadilar:,"Tramvay, avtobus va yengil avtomobil",True,"Avtobus, yengil avtomobil, tramvay",False,"Yengil avtomobil, tramvay, avtobus",False,,,,,True,76,"YHQ 15-bobi 105-bandiga asosan, teng ahamiyatga ega boʻlgan yoʻllar kesishgan chorrahada relssiz transport vositasining haydovchisi o'ng tomondan yaqinlashib kelayotgan transport vositalariga yo'l berishi shart. Bu qoidaga tramvay haydovchilari ham o'zaro amal qilishlari kerak. Bunday chorrahalarda, keyingi harakat yo'nalishidan qat'i nazar, tramvay relssiz transport vositalariga nisbatan oldin o'tish huquqiga ega bo'ladi."
77,Qanday hollarda quvib oʻtish taqiqlanadi?,"Chorrahalarda, tartibga solingan chorrahalardagi «qarama-qarshi yo'nalishga chiqmasdan quvib o'tish hollarini hisobga olmaganda",False,"Chorrahalarda, velosipedlar va yon kajavasiz ikki g'ildirakli mototsikllarni quvib oʻtish hollarini hisobga olmaganda",False,"Chorrahalarda, kesib oʻtilayotgan yoʻlga nisbatan u asosiy bo'lgan yo'l bo'ylab quvib oʻtish hollaridan tashqari",False,Sanab o'tilgan barcha hollarda,True,,,False,1,"$ YHQ 12-bobi 86-bandi asosan, quvib oʻtish quyidagi holatlarda taqiqlanadi: tartibga solingan chorrahalarda qarama-qarshi harakatlanish bo'lagiga chiqib; tartibga solinmaydigan chorrahalarda asosiy hisoblanmaydigan yoʻllarda harakatlanishda (aylanma harakatlanishli chorrahalarda quvib o'tish, kajavasiz ikki g'ildirakli transport vositalarini quvib o'tish va ruxsat etilgan hollarda o'ng tomondan quvib o'tish bundan mustasno)."
78,Kunduzgi vaqtda yaqinni yorituvchi fara chirog'ini yoqish ogohlantirish ishorasi bo'ladimi?,Bo'ladi,True,Bo'lmaydi,False,,,,,,,False,1,"YHQ 8-bobi 44-bandiga asosan, quyidagilar ogohlantiruvchi ishoralar hisoblanadi: burilishni ko'rsatadigan miltillovchi chiroq yoki qo'l bilan beriladigan ishoralar; tovushli ishoralar; fara chiroqlarining yoqib-o'chirilishi; kunduz kuni yaqinni yorituvchi fara chirogʻining yoqilishi."
79,Agar g'ildiraklardagi tortish kuchi yo'l bilan tishlashish kuchidan ortiq boʻlsa:,Yurgizgich o'chib qoladi,False,Ulagich detallarining yemirilishi ortadi,False,Yetakchi g'ildiraklar o'rnidan jilmay aylanadi,True,,,,,False,1,Joydan qoʻzgʻalayotgan vaqtda katta inersiya kuchi vujudga keladi va uni bartaraf qilish uchun yetaklovchi g'ildiraklarga katta tortish kuchini qo'shish lozim. Gorizontal yo'lda katta bo'lmagan tezlikda bir tekis harakat paytida qarshilik kuchi katta emas va uni bartaraf qilish uchun kamroq tortish kuchi yetarli. Ko'proq tortilganda boshqaruvchi g'ildiraklar o'rnidan jilmay aylanadi.
80,Qayd etilgan qaysi hollarda transport vositalarini ekspluatatsiya qilishga ruxsat etiladi?,Qo'shaloq shinalar orasiga xavf-xatar tug'diruvchi begona jismlar tiqilib qolgan,False,Shina o'lchamlari yoki cheklangan og'irlik transport vositasining turiga mos kelmaydi,False,"M1, M2; M3 toifali 1 klass avtotransport vositalarining oldingi o'qiga 1 klassda ta'mirlangan shinalar qo'yilgan",True,Barcha sanab oʻtilgan hollarda ruxsat etiladi,False,,,False,1,"YHQ 3-ilovasiga binoan, avtotransport vositalarini tasarruf etish taqiqlanadi: qo'shaloq shinalar orasiga xavf-xatar tug'diruvchi begona jismlar tiqilib qolgan bo'lsa, shina oʻlchamlari yoki cheklangan og'irlik transport vositasining turiga mos kelmasa, M1, M2,M3 toifali 1 klassdagi avtotransport vositalarini ikkinchi ta'mirlash klassi bo'yicha qayta tiklangan shinalar oʻrnatilgan boʻlsa."
